0.3668619791666667,[0.552001953125],[0.340087890625],[0.20849609375],[1.6492794528603554]
0.4000651041666667,[0.653076171875],[0.328857421875],[0.21826171875],[1.291284365579486]
0.396728515625,[0.62255859375],[0.3466796875],[0.220947265625],[1.323898084461689]
0.4300944010416667,[0.66796875],[0.368896484375],[0.25341796875],[1.219459714833647]
0.41162109375,[0.65478515625],[0.34814453125],[0.23193359375],[1.231494793202728]
0.4371744791666667,[0.68896484375],[0.376220703125],[0.246337890625],[1.1266027363017201]
0.43115234375,[0.674072265625],[0.3828125],[0.236572265625],[1.1835079211741686]
0.4413248697916667,[0.690673828125],[0.391357421875],[0.241943359375],[1.1410893541760743]
0.42266824114327356,[0.6635183000930507],[0.35301062623049884],[0.2514757971062711],[1.1744801209977835]
0.4342447916666667,[0.69580078125],[0.360107421875],[0.246826171875],[1.0970565099269152]
0.4474283854166667,[0.736083984375],[0.354736328125],[0.25146484375],[0.975697725545615]
0.4353841145833333,[0.708251953125],[0.362060546875],[0.23583984375],[1.0586915933527052]
0.4630533854166667,[0.742431640625],[0.37841796875],[0.268310546875],[0.9695582403801382]
0.4461263020833333,[0.7314453125],[0.355712890625],[0.251220703125],[1.0068058161996305]
0.4623209635416667,[0.738037109375],[0.383544921875],[0.265380859375],[0.9620882822200656]
0.4519856770833333,[0.731201171875],[0.385986328125],[0.23876953125],[1.0169244399294257]
0.4610188802083333,[0.7333984375],[0.3984375],[0.251220703125],[0.9912934741005301]
0.4269972453022135,[0.7072018892311853],[0.35301062577308423],[0.22077922090237087],[1.0079864472537845]
0.4537760416666667,[0.73486328125],[0.362060546875],[0.264404296875],[0.9729340556077659]
0.466064453125,[0.77978515625],[0.35791015625],[0.260498046875],[0.8553409923333675]
0.44775390625,[0.7392578125],[0.359375],[0.24462890625],[0.9457682073116302]
0.474609375,[0.76513671875],[0.38525390625],[0.2734375],[0.9074483893346041]
0.4637044270833333,[0.762451171875],[0.36572265625],[0.262939453125],[0.9028367209248245]
0.4744466145833333,[0.765380859375],[0.3818359375],[0.276123046875],[0.8918265607208014]
0.470458984375,[0.765625],[0.38818359375],[0.257568359375],[0.9169898442924023]
0.4730631510416667,[0.754150390625],[0.397705078125],[0.267333984375],[0.9168131463229656]
0.43880362086223834,[0.7237308150621344],[0.3494687133513769],[0.24321133417320365],[0.9487636900004417]
0.4619140625,[0.757568359375],[0.365478515625],[0.2626953125],[0.8985413378104568]
0.4733072916666667,[0.79541015625],[0.35693359375],[0.267578125],[0.7901469599455595]
0.4609375,[0.764892578125],[0.36279296875],[0.255126953125],[0.8777233881410211]
0.4835611979166667,[0.79052734375],[0.38134765625],[0.27880859375],[0.8364162957295775]
0.4659016927083333,[0.76904296875],[0.36083984375],[0.267822265625],[0.8587531591765583]
0.478515625,[0.790283203125],[0.38232421875],[0.262939453125],[0.8198953345417976]
0.4739583333333333,[0.778564453125],[0.385009765625],[0.25830078125],[0.8668143204413354]
0.4830729166666667,[0.765625],[0.3984375],[0.28515625],[0.8519973503425717]
0.45100354218239014,[0.7544273910021416],[0.35419126370440124],[0.24439197184062764],[0.8527347498266588]
0.4718424479166667,[0.78564453125],[0.367919921875],[0.261962890625],[0.8242760309949517]
0.4733072916666667,[0.806396484375],[0.354736328125],[0.2587890625],[0.7377669024281204]
0.468017578125,[0.7890625],[0.360595703125],[0.25439453125],[0.8137407919857651]
0.4896647135416667,[0.796142578125],[0.38330078125],[0.28955078125],[0.7895022868178785]
0.47509765625,[0.78662109375],[0.366455078125],[0.272216796875],[0.7927261881995946]
0.4829915364583333,[0.79248046875],[0.382080078125],[0.2744140625],[0.7922892207279801]
0.4783528645833333,[0.782470703125],[0.38720703125],[0.265380859375],[0.8329537780955434]
0.485595703125,[0.785888671875],[0.398193359375],[0.272705078125],[0.8203746220096946]
0.46517119263157697,[0.7697756789369594],[0.3624557263383899],[0.26328217261938164],[0.8192594998913082]
0.4773763020833333,[0.7919921875],[0.369873046875],[0.270263671875],[0.7850312602240592]
0.4832356770833333,[0.817138671875],[0.358642578125],[0.27392578125],[0.714763555675745]
0.4790852864583333,[0.806884765625],[0.365234375],[0.26513671875],[0.7568250226322562]
0.4864095052083333,[0.802978515625],[0.38232421875],[0.27392578125],[0.7527306743431836]
0.4794921875,[0.7958984375],[0.367919921875],[0.274658203125],[0.7622168713714927]
0.490966796875,[0.814208984375],[0.385009765625],[0.273681640625],[0.7494677242357284]
0.4838053385416667,[0.791748046875],[0.388427734375],[0.271240234375],[0.79359748843126]
0.4925944010416667,[0.800537109375],[0.3984375],[0.27880859375],[0.76506153261289]
0.46399055509316733,[0.7910271549450042],[0.35537190107274647],[0.24557260926175145],[0.7900145135494444]
0.4825032552083333,[0.803955078125],[0.368896484375],[0.274658203125],[0.7584628937765956]
0.4888509114583333,[0.829833984375],[0.36083984375],[0.27587890625],[0.6690914952196181]
0.4781901041666667,[0.803466796875],[0.367431640625],[0.263671875],[0.7516338971909136]
0.4989420572916667,[0.814697265625],[0.384765625],[0.29736328125],[0.7283242687117308]
0.4861653645833333,[0.80859375],[0.366455078125],[0.283447265625],[0.7318226338829845]
