0.37890625,[0.582763671875],[0.342041015625],[0.2119140625],[1.5981162819080055]
0.4148763020833333,[0.678955078125],[0.3408203125],[0.224853515625],[1.1957041374407709]
0.411865234375,[0.65966796875],[0.353759765625],[0.22216796875],[1.2085858867503703]
0.4340006510416667,[0.681640625],[0.372802734375],[0.24755859375],[1.1499906904064119]
0.42822265625,[0.687744140625],[0.357421875],[0.239501953125],[1.1314092841930687]
0.4453938802083333,[0.71044921875],[0.380615234375],[0.2451171875],[1.0567745636217296]
0.4305013020833333,[0.6962890625],[0.3818359375],[0.21337890625],[1.1146384282037616]
0.4524739583333333,[0.716064453125],[0.398193359375],[0.2431640625],[1.050646762829274]
0.419519874235393,[0.7012987016505587],[0.34592680050744073],[0.2113341205481796],[1.0900279521379166]
0.4395345052083333,[0.7236328125],[0.357177734375],[0.23779296875],[1.052009063307196]
0.4506022135416667,[0.760986328125],[0.3515625],[0.2392578125],[0.9024986373260617]
0.4376627604166667,[0.723876953125],[0.354248046875],[0.23486328125],[0.9881993136368692]
0.4585774739583333,[0.747314453125],[0.376708984375],[0.251708984375],[0.9551985901780427]
0.4444173177083333,[0.730712890625],[0.359375],[0.2431640625],[0.9696640716865659]
0.4600423177083333,[0.753173828125],[0.381591796875],[0.245361328125],[0.9030415071174502]
0.4546712239583333,[0.747314453125],[0.381591796875],[0.235107421875],[0.9461423130705953]
0.4654947916666667,[0.748046875],[0.4013671875],[0.2470703125],[0.9293219153769314]
0.4364423456124225,[0.7414403779447571],[0.3506493506845364],[0.2172373082079741],[0.9291830378834163]
0.4547526041666667,[0.744873046875],[0.361083984375],[0.25830078125],[0.9428730765357614]
0.4650065104166667,[0.787841796875],[0.354736328125],[0.25244140625],[0.8195061865262687]
0.4440104166666667,[0.740966796875],[0.354736328125],[0.236328125],[0.8970859358087182]
0.4673665364583333,[0.76123046875],[0.380859375],[0.260009765625],[0.8776183086447418]
0.454833984375,[0.7568359375],[0.35986328125],[0.247802734375],[0.8932267348282039]
0.4723307291666667,[0.772705078125],[0.3837890625],[0.260498046875],[0.8383066591341048]
0.4618326822916667,[0.7626953125],[0.37939453125],[0.243408203125],[0.8799743657000363]
0.4688313802083333,[0.762451171875],[0.399658203125],[0.244384765625],[0.8781728520989418]
0.4411648957895182,[0.7390791027858379],[0.34828807566636005],[0.23612750891635662],[0.9058922274475818]
0.46142578125,[0.763427734375],[0.363037109375],[0.2578125],[0.8665968819987029]
0.4677734375,[0.79443359375],[0.354736328125],[0.254150390625],[0.7682134362403303]
0.4519856770833333,[0.762939453125],[0.35791015625],[0.235107421875],[0.8534021640662104]
0.4734700520833333,[0.774658203125],[0.37939453125],[0.266357421875],[0.8364718868397176]
0.4654134114583333,[0.7734375],[0.35888671875],[0.263916015625],[0.8308340914081782]
0.4795735677083333,[0.789794921875],[0.380615234375],[0.268310546875],[0.782697218703106]
0.4654947916666667,[0.777099609375],[0.3818359375],[0.237548828125],[0.8327128016389906]
0.4750162760416667,[0.78271484375],[0.400146484375],[0.2421875],[0.8275533069390804]
0.4474616294029612,[0.762691853812059],[0.35655253847627744],[0.22314049592054722],[0.8599937265428771]
0.4640299479166667,[0.77978515625],[0.360595703125],[0.251708984375],[0.8100797787774354]
0.4756673177083333,[0.81396484375],[0.359375],[0.253662109375],[0.7206030602101237]
0.459228515625,[0.78125],[0.358642578125],[0.23779296875],[0.8054059233982116]
0.480712890625,[0.79150390625],[0.382080078125],[0.2685546875],[0.7989642792381346]
0.4690755208333333,[0.7744140625],[0.361083984375],[0.271728515625],[0.79818150610663]
0.4814453125,[0.796875],[0.3837890625],[0.263671875],[0.767743191216141]
0.4711100260416667,[0.7880859375],[0.384521484375],[0.24072265625],[0.7897237211000174]
0.4789225260416667,[0.786376953125],[0.4033203125],[0.2470703125],[0.8049452749546617]
0.45533254650553023,[0.774498229536284],[0.3624557263383899],[0.22904368364191674],[0.774318499435641]
0.4706217447916667,[0.791259765625],[0.3662109375],[0.25439453125],[0.7764606135897338]
0.4822591145833333,[0.82177734375],[0.35693359375],[0.26806640625],[0.6970599696505815]
